22.464983,91.970287
22.464983,91.970288
22.464983,91.970289
22.464984,91.970290
22.464984,91.970291
22.464984,91.970292
22.464984,91.970293
22.464984,91.970294
22.464984,91.970295
22.464984,91.970296
22.464984,91.970297
22.464984,91.970298
22.464984,91.970299
22.464985,91.970300
22.464985,91.970301
22.464985,91.970302
22.464985,91.970303
22.464985,91.970304
22.464985,91.970305
22.464985,91.970306
22.464985,91.970307
22.461525,91.970741
22.461526,91.970742
22.461526,91.970743
22.461526,91.970744
22.461526,91.970745
22.461526,91.970746
22.461526,91.970747
22.461526,91.970748
22.461526,91.970749
22.461526,91.970750
22.461526,91.970751
22.461527,91.970752
22.461527,91.970753
22.461527,91.970754
22.461527,91.970755
22.461527,91.970756
22.461528,91.970764
22.461528,91.970765
22.461528,91.970766
22.461528,91.970767
22.461528,91.970768
22.461528,91.970769
22.462852,91.970682
22.462852,91.970683
22.462852,91.970684
22.462852,91.970685
22.462853,91.970686
22.462853,91.970687
22.462853,91.970688
22.462853,91.970689
22.462853,91.970690
22.462853,91.970691
22.462853,91.970692
22.462853,91.970693
22.462853,91.970694
22.462853,91.970695
22.462854,91.970696
22.462854,91.970697
22.462854,91.970698
22.462854,91.970699
22.462854,91.970700
22.462854,91.970701
22.462854,91.970702
22.462854,91.970703
22.462854,91.970704
22.462854,91.970705
